transcript_type	V20	Freq	Frac	Ratio	Class
protein_coding	LOR1-int	3	0.0025706940874036	8.65407873221208	LTR
protein_coding	LTR103_Mam	2	0.00171379605826907	10.7589007430995	LTR
protein_coding	LTR104_Mam	2	0.00171379605826907	4.12804746679963	LTR
protein_coding	LTR105_Mam	1	0.000856898029134533	6.01049351627328	LTR
protein_coding	LTR10A	2	0.00171379605826907	25.0712590995665	LTR
protein_coding	LTR10B	2	0.00171379605826907	99.9793517643769	LTR
protein_coding	LTR10C	6	0.0051413881748072	45.6306528108277	LTR
protein_coding	LTR12_	1	0.000856898029134533	7.35932761179464	LTR
protein_coding	LTR12C	8	0.00685518423307626	11.7918772113713	LTR
protein_coding	LTR12D	4	0.00342759211653813	32.6623986710323	LTR
protein_coding	LTR12E	1	0.000856898029134533	35.644825025667	LTR
protein_coding	LTR13A	1	0.000856898029134533	19.5197619338603	LTR
protein_coding	LTR14C	1	0.000856898029134533	29.9207731139999	LTR
protein_coding	LTR16	2	0.00171379605826907	2.66178571825368	LTR
protein_coding	LTR16A	1	0.000856898029134533	0.954400543008861	LTR
protein_coding	LTR16A1	1	0.000856898029134533	1.49932378772951	LTR
protein_coding	LTR18B	1	0.000856898029134533	11.0489218493549	LTR
protein_coding	LTR2	2	0.00171379605826907	9.13970944781408	LTR
protein_coding	LTR21A	1	0.000856898029134533	43.6080421951416	LTR
protein_coding	LTR22A	1	0.000856898029134533	24.1126374016747	LTR
protein_coding	LTR25	1	0.000856898029134533	13.0131746225735	LTR
protein_coding	LTR27E	1	0.000856898029134533	18.4646453511724	LTR
protein_coding	LTR28C	2	0.00171379605826907	35.9574346388316	LTR
protein_coding	LTR2B	2	0.00171379605826907	23.159030640977	LTR
protein_coding	LTR2C	1	0.000856898029134533	13.096328757497	LTR
protein_coding	LTR33	2	0.00171379605826907	0.871602840659296	LTR
protein_coding	LTR33A	1	0.000856898029134533	1.83900666613986	LTR
protein_coding	LTR33B	2	0.00171379605826907	5.0142518199133	LTR
protein_coding	LTR42	1	0.000856898029134533	12.1276602879358	LTR
protein_coding	LTR43	3	0.0025706940874036	26.1647720554625	LTR
protein_coding	LTR45B	1	0.000856898029134533	9.14988840649701	LTR
protein_coding	LTR47A	1	0.000856898029134533	5.88957640270068	LTR
protein_coding	LTR47A2	1	0.000856898029134533	14.2827526345319	LTR
protein_coding	LTR47B4	1	0.000856898029134533	39.0395238677206	LTR
protein_coding	LTR48B	1	0.000856898029134533	3.99527237821377	LTR
protein_coding	LTR50	2	0.00171379605826907	3.1568365585817	LTR
protein_coding	LTR52	2	0.00171379605826907	7.39250075818412	LTR
protein_coding	LTR52-int	1	0.000856898029134533	23.2905888608958	LTR
protein_coding	LTR66	6	0.0051413881748072	56.5399645544743	LTR
protein_coding	LTR7	1	0.000856898029134533	1.68897821241583	LTR
protein_coding	LTR71B	2	0.00171379605826907	32.6625231708348	LTR
protein_coding	LTR75	1	0.000856898029134533	13.1805524359934	LTR
protein_coding	LTR75B	1	0.000856898029134533	20.0938456537382	LTR
protein_coding	LTR78	1	0.000856898029134533	0.837073614717186	LTR
protein_coding	LTR79	6	0.0051413881748072	6.00607708693633	LTR
protein_coding	LTR7B	2	0.00171379605826907	9.2323226755862	LTR
protein_coding	LTR8	2	0.00171379605826907	2.33969803964726	LTR
protein_coding	LTR82B	1	0.000856898029134533	3.52766491484238	LTR
protein_coding	LTR85a	1	0.000856898029134533	2.16542595771366	LTR
protein_coding	LTR86A1	1	0.000856898029134533	7.39917130761189	LTR
protein_coding	LTR87	1	0.000856898029134533	5.70911387695984	LTR
protein_coding	LTR88b	1	0.000856898029134533	2.49948379410942	LTR
protein_coding	LTR8B	1	0.000856898029134533	2.49339630844548	LTR
protein_coding	LTR9	1	0.000856898029134533	4.82254105069917	LTR
protein_coding	LTR9B	2	0.00171379605826907	11.5632176982077	LTR
protein_coding	MamGypLTR1b	1	0.000856898029134533	3.34897165789733	LTR
protein_coding	MamGypLTR3	1	0.000856898029134533	6.02816783188438	LTR
protein_coding	MamRep1879	1	0.000856898029134533	2.72006941965328	DNA
protein_coding	MamRep605	1	0.000856898029134533	1.14055374568685	LTR
protein_coding	MamRep605b	3	0.0025706940874036	5.14321916082845	LTR
protein_coding	MamRTE1	3	0.0025706940874036	1.36214548735142	LINE
protein_coding	MamTip2	2	0.00171379605826907	1.55300280667442	DNA
protein_coding	MamTip2b	1	0.000856898029134533	0.599202992549652	DNA
protein_coding	MARE4	1	0.000856898029134533	13.1382955461633	DNA
protein_coding	MARNA	2	0.00171379605826907	2.57241760720042	DNA
protein_coding	MER102a	1	0.000856898029134533	1.32744565521117	DNA
protein_coding	MER102c	3	0.0025706940874036	3.87687545982651	DNA
protein_coding	MER103C	2	0.00171379605826907	0.902896069389585	DNA
protein_coding	MER113	2	0.00171379605826907	2.14840023952256	DNA
protein_coding	MER117	2	0.00171379605826907	1.84896262177101	DNA
protein_coding	MER126	3	0.0025706940874036	44.556000391772	DNA
protein_coding	MER1A	2	0.00171379605826907	2.47907372038256	DNA
protein_coding	MER2	1	0.000856898029134533	0.438974976030002	DNA
protein_coding	MER20	5	0.00428449014567267	1.18609650456395	DNA
protein_coding	MER20B	1	0.000856898029134533	0.966780350174688	DNA
protein_coding	MER21A	1	0.000856898029134533	1.98795030955985	LTR
protein_coding	MER21B	3	0.0025706940874036	4.28333364558836	LTR
protein_coding	MER3	5	0.00428449014567267	1.83917323324894	DNA
protein_coding	MER31-int	1	0.000856898029134533	3.43312631615978	LTR
protein_coding	MER31B	1	0.000856898029134533	2.68797022847182	LTR
protein_coding	MER33	2	0.00171379605826907	0.832737402506899	DNA
protein_coding	MER39	3	0.0025706940874036	3.62756783964496	LTR
protein_coding	MER39B	2	0.00171379605826907	6.70892956848333	LTR
protein_coding	MER4-int	1	0.000856898029134533	1.31088906162299	LTR
protein_coding	MER41A	3	0.0025706940874036	4.65812621274025	LTR
protein_coding	MER41B	1	0.000856898029134533	1.39379472691634	LTR
protein_coding	MER41E	1	0.000856898029134533	11.2305395512038	LTR
protein_coding	MER44C	2	0.00171379605826907	7.2809138263294	DNA
protein_coding	MER44D	1	0.000856898029134533	6.23920045095443	DNA
protein_coding	MER48	1	0.000856898029134533	20.9140306434217	LTR
protein_coding	MER4A1	2	0.00171379605826907	3.54291396613585	LTR
protein_coding	MER4B	3	0.0025706940874036	6.87776163192667	LTR
protein_coding	MER4B-int	1	0.000856898029134533	2.53033524032049	LTR
protein_coding	MER4CL34	1	0.000856898029134533	4.393515226006	LTR
protein_coding	MER4D1	1	0.000856898029134533	2.57000275666206	LTR
protein_coding	MER50	3	0.0025706940874036	4.74621805919834	LTR
protein_coding	MER50-int	1	0.000856898029134533	7.38584222527804	LTR
protein_coding	MER51A	2	0.00171379605826907	8.58460427111877	LTR
protein_coding	MER51B	1	0.000856898029134533	5.65400267316723	LTR
protein_coding	MER51E	1	0.000856898029134533	16.9386268222465	LTR
protein_coding	MER52A	2	0.00171379605826907	5.59610530768876	LTR
protein_coding	MER52C	1	0.000856898029134533	10.273558912558	LTR
protein_coding	MER53	2	0.00171379605826907	1.36184385585072	DNA
protein_coding	MER57A1	1	0.000856898029134533	3.75036339146082	LTR
protein_coding	MER57C2	1	0.000856898029134533	8.68463355641612	LTR
protein_coding	MER57F	1	0.000856898029134533	9.66780350174688	LTR
protein_coding	MER58A	4	0.00342759211653813	1.18609642247572	DNA
protein_coding	MER58B	1	0.000856898029134533	0.574593397715926	DNA
protein_coding	MER5A	9	0.0077120822622108	1.0367385271978	DNA
protein_coding	MER5A1	2	0.00171379605826907	0.504914533861602	DNA
protein_coding	MER5B	8	0.00685518423307626	1.28701702873515	DNA
protein_coding	MER61A	1	0.000856898029134533	5.04200026557224	LTR
protein_coding	MER63B	1	0.000856898029134533	1.65823201975124	DNA
protein_coding	MER65C	1	0.000856898029134533	5.85592858015809	LTR
protein_coding	MER66A	1	0.000856898029134533	12.0563187008373	LTR
protein_coding	MER68	1	0.000856898029134533	2.68093130159384	LTR
protein_coding	MER68-int	1	0.000856898029134533	10.1968940293417	LTR
protein_coding	MER74C	2	0.00171379605826907	35.0354906016245	LTR
protein_coding	MER77B	1	0.000856898029134533	3.11012318255559	LTR
protein_coding	MER81	1	0.000856898029134533	1.09368945113043	DNA
protein_coding	MER91B	1	0.000856898029134533	2.77720421567714	DNA
protein_coding	MER94	1	0.000856898029134533	0.8448371342066	DNA
protein_coding	MER96B	1	0.000856898029134533	1.82590284089429	DNA
protein_coding	MIR	54	0.0462724935732648	1.24627168366284	SINE
protein_coding	MIR1_Amn	5	0.00428449014567267	1.70046846661512	SINE
protein_coding	MIR3	34	0.0291345329905741	1.55225837316954	SINE
protein_coding	MIRb	77	0.065981148243359	1.37918376031564	SINE
protein_coding	MIRc	48	0.0411311053984576	1.90835614816842	SINE
protein_coding	MLT1A	1	0.000856898029134533	0.440153352438639	LTR
protein_coding	MLT1A0	5	0.00428449014567267	0.96278405693184	LTR
protein_coding	MLT1A1	2	0.00171379605826907	1.18592447258076	LTR
protein_coding	MLT1B	1	0.000856898029134533	0.226547442124261	LTR
protein_coding	MLT1C	2	0.00171379605826907	1.22071158593797	LTR
protein_coding	MLT1C2	1	0.000856898029134533	0.250054869540023	LTR
protein_coding	MLT1D	1	0.000856898029134533	0.207730639754275	LTR
protein_coding	MLT1E2	1	0.000856898029134533	1.00199139276368	LTR
protein_coding	MLT1F	1	0.000856898029134533	0.92930179021366	LTR
protein_coding	MLT1F1	1	0.000856898029134533	1.23134516992938	LTR
protein_coding	MLT1G	1	0.000856898029134533	1.41643061496361	LTR
protein_coding	MLT1G1	2	0.00171379605826907	2.22779808894712	LTR
protein_coding	MLT1H	1	0.000856898029134533	0.399838939117643	LTR
protein_coding	MLT1I	1	0.000856898029134533	0.363786817265387	LTR
protein_coding	MLT1J	2	0.00171379605826907	0.529127246246984	LTR
protein_coding	MLT1J1	2	0.00171379605826907	1.63867587864043	LTR
protein_coding	MLT1J2	3	0.0025706940874036	1.75903973289221	LTR
protein_coding	MLT1K	2	0.00171379605826907	0.455486342227111	LTR
protein_coding	MLT1L	1	0.000856898029134533	0.33467912058144	LTR
protein_coding	MLT1M	2	0.00171379605826907	3.52009312364117	LTR
protein_coding	MLT1N2	1	0.000856898029134533	0.704805278800959	LTR
protein_coding	MLT1O	1	0.000856898029134533	0.795025193453977	LTR
protein_coding	MLT2A1	1	0.000856898029134533	1.06499085159014	LTR
protein_coding	MLT2B2	1	0.000856898029134533	1.83900666613986	LTR
protein_coding	MLT2C1	1	0.000856898029134533	1.51260185970587	LTR
protein_coding	MSTA	1	0.000856898029134533	0.201998164387737	LTR
protein_coding	MSTB	1	0.000856898029134533	0.465812283651214	LTR
protein_coding	MSTD	4	0.00342759211653813	2.09863028885814	LTR
protein_coding	OldhAT1	4	0.00342759211653813	3.72311431531637	DNA
protein_coding	PABL_B	1	0.000856898029134533	10.4303998852706	LTR
protein_coding	Penelope1_Vert	4	0.00342759211653813	14.6007203958942	LINE
protein_coding	PRIMA4-int	1	0.000856898029134533	9.25315885725043	LTR
protein_coding	PrimLTR79	1	0.000856898029134533	30.1408391594219	LTR
protein_coding	THE1A	1	0.000856898029134533	0.951520036082706	LTR
protein_coding	THE1B	7	0.00599828620394173	1.25170305376385	LTR
protein_coding	THE1C	3	0.0025706940874036	1.22411381061053	LTR
protein_coding	THE1D	3	0.0025706940874036	0.950711023940206	LTR
protein_coding	Tigger1	2	0.00171379605826907	0.663668594891725	DNA
protein_coding	Tigger14a	5	0.00428449014567267	15.6217737131839	DNA
protein_coding	Tigger16b	5	0.00428449014567267	15.2725145638088	DNA
protein_coding	Tigger17a	2	0.00171379605826907	3.33671339063091	DNA
protein_coding	Tigger19a	2	0.00171379605826907	2.25413764801157	DNA
protein_coding	Tigger19b	3	0.0025706940874036	3.33716387463908	DNA
protein_coding	Tigger2	2	0.00171379605826907	2.89181414300671	DNA
protein_coding	Tigger20a	1	0.000856898029134533	2.97471031876767	DNA
protein_coding	Tigger2a	1	0.000856898029134533	1.20883276500786	DNA
protein_coding	Tigger2b_Pri	1	0.000856898029134533	1.87090329124836	DNA
protein_coding	Tigger3	2	0.00171379605826907	7.03113126177082	DNA
protein_coding	Tigger3a	1	0.000856898029134533	0.74801998082548	DNA
protein_coding	Tigger3b	2	0.00171379605826907	1.2698726925387	DNA
protein_coding	Tigger3c	1	0.000856898029134533	1.6903708983596	DNA
protein_coding	UCON78	3	0.0025706940874036	68.3191927065327	DNA
protein_coding	X6A_LINE	1	0.000856898029134533	3.88545401802182	LINE
protein_coding	X7A_LINE	1	0.000856898029134533	4.37476338818792	LINE
protein_coding	X7B_LINE	1	0.000856898029134533	4.36080421951416	LINE
protein_coding	X9_LINE	1	0.000856898029134533	6.11812185674989	LINE
